userID	Action	Thriller	Romance	Western	Children's	Mystery	Fantasy	Film-Noir	Documentary	Comedy	Adventure	Sci-Fi	Horror	Crime	Musical	War	Animation	Drama
0	0.02830188679245283	0.031446540880503145	0.05345911949685535	0.0	0.13270440251572327	0.0	0.018867924528301886	0.0	0.0	0.12955974842767295	0.02421383647798742	0.018867924528301886	0.0	0.012578616352201257	0.10911949685534592	0.015723270440251572	0.13270440251572327	0.29245283018867924
1	0.16912144702842377	0.09366925064599484	0.0693798449612403	0.007751937984496124	0.0	0.006459948320413436	0.001937984496124031	0.001937984496124031	0.0	0.09819121447028423	0.0437984496124031	0.0437984496124031	0.006459948320413436	0.03488372093023256	0.0	0.040568475452196384	0.0	0.38204134366925063
2	0.15326797385620913	0.04084967320261437	0.02908496732026144	0.05555555555555555	0.016993464052287584	0.0065359477124183	0.011437908496732025	0.0	0.0	0.35522875816993466	0.1761437908496732	0.03398692810457517	0.01633986928104575	0.0	0.00392156862745098	0.00784313725490196	0.016993464052287584	0.07581699346405228
3	0.3761904761904762	0.06746031746031746	0.025396825396825397	0.047619047619047616	0.011904761904761904	0.0	0.023809523809523808	0.0	0.0	0.0	0.0865079365079365	0.1261904761904762	0.051587301587301584	0.015873015873015872	0.0	0.03492063492063492	0.0	0.13253968253968254
4	0.06902356902356901	0.09217171717171717	0.07281144781144781	0.005050505050505051	0.011363636363636364	0.015151515151515152	0.0	0.005471380471380471	0.030303030303030304	0.18813131313131312	0.015151515151515152	0.03156565656565657	0.02946127946127946	0.04713804713804714	0.005471380471380471	0.012626262626262626	0.008417508417508417	0.3606902356902357
5	0.06502347417840375	0.014084507042253521	0.19107981220657277	0.07394366197183098	0.07253521126760562	0.0	0.009389671361502348	0.0	0.0	0.20516431924882628	0.030281690140845068	0.006338028169014085	0.0	0.014084507042253521	0.12183098591549296	0.020422535211267606	0.034976525821596244	0.14084507042253522
6	0.35860215053763445	0.1908602150537634	0.029569892473118278	0.0	0.0	0.01075268817204301	0.0	0.0	0.0	0.03225806451612903	0.07365591397849462	0.1139784946236559	0.03225806451612903	0.02150537634408602	0.0	0.03870967741935484	0.0	0.09784946236559139
7	0.09556354916067146	0.08093525179856115	0.09256594724220624	0.0017985611510791368	0.008393285371702636	0.011390887290167866	0.0	0.0	0.0	0.0605515587529976	0.01882494004796163	0.030215827338129497	0.0035971223021582736	0.036570743405275774	0.0035971223021582736	0.023021582733812947	0.011390887290167866	0.5215827338129496
8	0.0710691823899371	0.12342767295597483	0.07735849056603773	0.003144654088050314	0.01729559748427673	0.0023584905660377358	0.003144654088050314	0.0023584905660377358	0.018867924528301886	0.14937106918238993	0.020754716981132074	0.031761006289308176	0.003144654088050314	0.06367924528301887	0.0	0.023899371069182388	0.039308176100628936	0.3490566037735849
9	0.06924355777223608	0.023898586866167915	0.07443890274314215	0.00914380714879468	0.058312551953449705	0.007481296758104738	0.03250207813798836	0.003948462177888612	0.004987531172069825	0.2880299251870324	0.05798004987531172	0.0641313383208645	0.021695760598503738	0.012053200332502078	0.040357439733998336	0.02448046550290939	0.0314214463840399	0.17589359933499585
